date,adj_close
2024-03-18,184.2
2024-03-19,185.96
2024-03-20,185.72
2024-03-21,184.9
2024-03-22,181.19
2024-03-25,182.44
2024-03-26,182.73
2024-03-27,180.34
2024-03-28,181.57
2024-03-29,180.64
2024-04-01,179.79
2024-04-02,175.72
2024-04-03,177.88
2024-04-04,175.99
2024-04-05,176.68
2024-04-08,177.2
2024-04-09,175.78
2024-04-10,175.58
2024-04-11,174.94
2024-04-12,174.27
2024-04-15,174.66
2024-04-16,173.05
2024-04-17,174.61
2024-04-18,174.8
2024-04-19,171.9
2024-04-22,172.79
2024-04-23,171.73
2024-04-24,172.75
2024-04-25,167.15
2024-04-26,167.84
2024-04-29,162.59
2024-04-30,161.47
2024-05-01,168.64
2024-05-02,170.03
2024-05-03,172.38
2024-05-06,170.53
2024-05-07,167.72
2024-05-08,167.36
2024-05-09,168.14
2024-05-10,167.74
2024-05-13,166.0
2024-05-14,163.83
2024-05-15,162.77
2024-05-16,166.31
2024-05-17,166.18
2024-05-20,165.19
2024-05-21,164.46
2024-05-22,162.16
2024-05-23,159.06
2024-05-24,159.32
2024-05-27,162.24
2024-05-28,163.3
2024-05-29,160.15
2024-05-30,163.5
2024-05-31,164.07
2024-06-03,168.39
2024-06-04,168.03
2024-06-05,164.89
2024-06-06,165.4
2024-06-07,165.02
2024-06-10,162.52
2024-06-11,160.81
2024-06-12,159.88
2024-06-13,157.92
2024-06-14,159.27
2024-06-17,159.93
2024-06-18,158.91
2024-06-19,158.09
2024-06-20,160.05
2024-06-21,160.93
2024-06-24,158.3
2024-06-25,158.87
2024-06-26,162.73
2024-06-27,163.43
2024-06-28,161.51
2024-07-01,164.99
2024-07-02,170.82
2024-07-03,171.2
2024-07-04,165.88
2024-07-05,162.59
2024-07-08,166.96
2024-07-09,166.65
2024-07-10,168.4
2024-07-11,169.81
2024-07-12,170.35
2024-07-15,174.55
2024-07-16,175.22
2024-07-17,176.9
2024-07-18,177.92
2024-07-19,178.79
2024-07-22,185.24
2024-07-23,182.67
2024-07-24,179.87
2024-07-25,182.91
2024-07-26,179.98
2024-07-29,180.67
2024-07-30,178.33
2024-07-31,180.98
2024-08-01,181.22
2024-08-02,183.22
2024-08-05,181.62
2024-08-06,181.51
2024-08-07,176.06
2024-08-08,178.32
2024-08-09,179.53
2024-08-12,179.76
2024-08-13,180.1
2024-08-14,179.35
2024-08-15,179.38
2024-08-16,184.37
2024-08-19,183.02
2024-08-20,182.0
2024-08-21,183.96
2024-08-22,184.77
2024-08-23,183.42
2024-08-26,187.88
2024-08-27,192.53
2024-08-28,191.89
2024-08-29,197.04
2024-08-30,193.49
2024-09-02,197.92
2024-09-03,193.73
2024-09-04,194.97
2024-09-05,194.81
2024-09-06,194.04
2024-09-09,195.97
2024-09-10,193.55
2024-09-11,191.74
2024-09-12,188.93
2024-09-13,193.14
2024-09-16,191.74
2024-09-17,192.9
2024-09-18,192.48
2024-09-19,195.51
2024-09-20,192.9
2024-09-23,190.77
2024-09-24,189.27
2024-09-25,189.96
2024-09-26,188.13
2024-09-27,189.55
2024-09-30,191.2
2024-10-01,194.21
2024-10-02,195.89
2024-10-03,199.97
2024-10-04,199.23
2024-10-07,198.05
2024-10-08,196.37
2024-10-09,194.7
2024-10-10,191.32
2024-10-11,192.58
2024-10-14,193.06
2024-10-15,187.67
2024-10-16,187.56
2024-10-17,185.86
2024-10-18,183.69
2024-10-21,183.17
2024-10-22,186.46
2024-10-23,186.92
2024-10-24,181.95
2024-10-25,182.95
2024-10-28,180.89
2024-10-29,185.26
2024-10-30,184.16
2024-10-31,184.13
2024-11-01,183.77
2024-11-04,181.81
2024-11-05,180.93
2024-11-06,180.8
2024-11-07,186.59
2024-11-08,187.06
2024-11-11,188.56
2024-11-12,189.02
2024-11-13,189.7
2024-11-14,190.78
2024-11-15,194.78
2024-11-18,187.12
2024-11-19,185.66
2024-11-20,183.66
2024-11-21,186.05
2024-11-22,184.16
2024-11-25,186.83
2024-11-26,189.9
2024-11-27,188.66
2024-11-28,190.34
2024-11-29,189.3
2024-12-02,191.73
2024-12-03,193.31
2024-12-04,196.78
2024-12-05,199.27
2024-12-06,196.72
2024-12-09,200.97
2024-12-10,201.3
2024-12-11,204.56
2024-12-12,205.05
2024-12-13,207.99
2024-12-16,204.85
2024-12-17,208.96
2024-12-18,206.41
2024-12-19,206.26
2024-12-20,207.92
2024-12-23,203.89
2024-12-24,205.26
2024-12-25,205.62
2024-12-26,208.25
2024-12-27,208.3
2024-12-30,205.73
2024-12-31,202.94
2025-01-01,200.94
2025-01-02,201.59
2025-01-03,201.39
2025-01-06,203.36
2025-01-07,208.0
2025-01-08,207.45
2025-01-09,206.4
2025-01-10,207.79
2025-01-13,209.35
2025-01-14,203.49
2025-01-15,201.94
2025-01-16,202.41
2025-01-17,204.35
2025-01-20,203.26
2025-01-21,200.64
2025-01-22,206.69
2025-01-23,198.22
2025-01-24,202.35
2025-01-27,200.7
2025-01-28,199.79
2025-01-29,199.89
2025-01-30,200.97
2025-01-31,198.44
2025-02-03,194.76
2025-02-04,195.7
2025-02-05,199.17
2025-02-06,198.46
2025-02-07,204.81
2025-02-10,201.3
2025-02-11,203.64
2025-02-12,205.07
2025-02-13,208.89
2025-02-14,205.81
2025-02-17,207.69
2025-02-18,207.41
2025-02-19,201.04
2025-02-20,199.86
2025-02-21,195.98
2025-02-24,195.05
2025-02-25,196.78
2025-02-26,196.59
2025-02-27,201.74
2025-02-28,203.73
2025-03-03,202.17
2025-03-04,201.33
2025-03-05,202.54
2025-03-06,200.63
2025-03-07,202.32
2025-03-10,204.12
2025-03-11,207.03
2025-03-12,207.77
2025-03-13,208.43
2025-03-14,205.41
2025-03-17,206.31
2025-03-18,206.2
2025-03-19,207.02
2025-03-20,208.52
2025-03-21,206.88
2025-03-24,206.1
2025-03-25,204.46
2025-03-26,201.56
2025-03-27,196.98
2025-03-28,194.51
2025-03-31,196.1
2025-04-01,190.31
2025-04-02,191.87
2025-04-03,194.08
2025-04-04,196.79
2025-04-07,196.19
2025-04-08,195.58
2025-04-09,198.71
2025-04-10,201.05
2025-04-11,206.1
2025-04-14,205.34
2025-04-15,204.46
2025-04-16,207.92
2025-04-17,207.22
2025-04-18,207.21
2025-04-21,211.28
2025-04-22,213.94
2025-04-23,213.17
2025-04-24,215.22
2025-04-25,215.47
2025-04-28,219.0
2025-04-29,220.43
2025-04-30,218.28
2025-05-01,223.9
2025-05-02,224.14
2025-05-05,224.74
2025-05-06,223.27
2025-05-07,223.71
2025-05-08,222.97
2025-05-09,225.12
2025-05-12,227.15
2025-05-13,231.3
2025-05-14,234.25
2025-05-15,233.12
2025-05-16,231.38
2025-05-19,229.31
2025-05-20,232.89
2025-05-21,230.91
2025-05-22,236.23
2025-05-23,237.31
2025-05-26,237.66
2025-05-27,238.74
2025-05-28,245.2
2025-05-29,246.09
2025-05-30,245.38
2025-06-02,242.39
2025-06-03,237.62
2025-06-04,235.89
2025-06-05,240.58
2025-06-06,243.07
2025-06-09,241.1
2025-06-10,233.6
2025-06-11,237.66
2025-06-12,239.31
2025-06-13,233.08
2025-06-16,232.84
2025-06-17,229.83
2025-06-18,233.48
2025-06-19,235.97
2025-06-20,234.24
2025-06-23,227.59
2025-06-24,227.03
2025-06-25,235.58
2025-06-26,237.56
2025-06-27,236.25
2025-06-30,239.7
2025-07-01,238.41
2025-07-02,244.31
2025-07-03,238.96
2025-07-04,237.94
2025-07-07,243.49
2025-07-08,247.84
2025-07-09,250.18
2025-07-10,245.59
2025-07-11,246.14
2025-07-14,248.85
2025-07-15,247.74
2025-07-16,248.21
2025-07-17,251.7
2025-07-18,250.77
2025-07-21,252.99
2025-07-22,252.44
2025-07-23,248.82
2025-07-24,244.01
2025-07-25,241.93
2025-07-28,239.27
2025-07-29,242.9
2025-07-30,243.43
2025-07-31,237.33
2025-08-01,242.53
2025-08-04,251.08
2025-08-05,249.73
2025-08-06,251.93
2025-08-07,251.76
2025-08-08,254.72
2025-08-11,255.36
2025-08-12,257.25
2025-08-13,257.43
2025-08-14,255.42
2025-08-15,254.42
2025-08-18,251.88
2025-08-19,249.79
2025-08-20,248.51
2025-08-21,257.76
2025-08-22,260.76
2025-08-25,267.84
2025-08-26,262.6
2025-08-27,261.8
2025-08-28,265.63
2025-08-29,270.56
2025-09-01,272.59
2025-09-02,271.09
2025-09-03,265.85
2025-09-04,266.87
2025-09-05,260.94
2025-09-08,262.0
2025-09-09,260.16
2025-09-10,257.8
2025-09-11,255.33
2025-09-12,249.95
2025-09-15,245.58
2025-09-16,246.71
2025-09-17,244.24
2025-09-18,241.46
2025-09-19,244.48
2025-09-22,246.42
2025-09-23,247.47
2025-09-24,242.2
2025-09-25,245.74
2025-09-26,247.59
2025-09-29,244.1
2025-09-30,242.02
2025-10-01,244.98
2025-10-02,249.06
2025-10-03,247.77
2025-10-06,243.87
2025-10-07,248.12
2025-10-08,246.55
2025-10-09,249.45
2025-10-10,249.76
2025-10-13,249.44
2025-10-14,248.19
2025-10-15,253.54
2025-10-16,252.46
2025-10-17,252.75
2025-10-20,250.73
2025-10-21,257.98
2025-10-22,258.39
2025-10-23,254.65
2025-10-24,254.49
2025-10-27,248.66
2025-10-28,248.08
2025-10-29,244.09
2025-10-30,248.4
2025-10-31,253.62
2025-11-03,262.24
2025-11-04,261.28
2025-11-05,258.4
2025-11-06,251.28
2025-11-07,252.41
2025-11-10,250.04
2025-11-11,254.96
2025-11-12,262.74
2025-11-13,257.89
2025-11-14,257.75
2025-11-17,264.29
2025-11-18,259.27
2025-11-19,255.28
2025-11-20,258.7
2025-11-21,260.37
2025-11-24,254.23
2025-11-25,256.27
2025-11-26,255.37
2025-11-27,255.78
2025-11-28,257.58
2025-12-01,264.28
2025-12-02,267.95
2025-12-03,264.82
2025-12-04,270.52
2025-12-05,273.75
2025-12-08,275.94
2025-12-09,273.71
2025-12-10,270.71
2025-12-11,271.16
2025-12-12,277.11
2025-12-15,279.28
2025-12-16,280.28
2025-12-17,281.79
2025-12-18,283.38
2025-12-19,282.53
2025-12-22,283.08
2025-12-23,276.08
2025-12-24,276.17
2025-12-25,279.99
2025-12-26,281.13
2025-12-29,287.33
2025-12-30,294.0
2025-12-31,293.0
2026-01-01,288.12
2026-01-02,288.45
2026-01-05,283.3
2026-01-06,286.83
2026-01-07,286.57
2026-01-08,289.66
2026-01-09,288.75
2026-01-12,285.98
2026-01-13,292.53
2026-01-14,292.16
2026-01-15,292.61
2026-01-16,293.5
2026-01-19,291.83
2026-01-20,290.69
2026-01-21,285.4
2026-01-22,285.51
2026-01-23,287.03
2026-01-26,283.48
2026-01-27,276.76
2026-01-28,274.86
2026-01-29,277.26
2026-01-30,279.98
2026-02-02,281.41
2026-02-03,278.11
2026-02-04,279.68
2026-02-05,279.1
2026-02-06,282.39
2026-02-09,284.4
2026-02-10,280.85
2026-02-11,281.79
2026-02-12,282.68
2026-02-13,287.02
2026-02-16,294.6
2026-02-17,288.83
2026-02-18,286.78
2026-02-19,284.72
2026-02-20,282.83
2026-02-23,281.8
2026-02-24,288.4
2026-02-25,291.26
2026-02-26,291.12
2026-02-27,293.61
2026-03-02,294.61
2026-03-03,292.84
2026-03-04,293.15
2026-03-05,295.59
2026-03-06,300.58
2026-03-09,296.77
2026-03-10,297.55
2026-03-11,299.12
2026-03-12,301.05
2026-03-13,299.96
2026-03-16,298.67
2026-03-17,292.67
2026-03-18,288.86
2026-03-19,286.58
2026-03-20,283.91
2026-03-23,285.64
2026-03-24,284.39
2026-03-25,282.71
2026-03-26,279.82
2026-03-27,280.36
2026-03-30,275.01
2026-03-31,281.1
2026-04-01,276.14
2026-04-02,273.99
2026-04-03,273.97
2026-04-06,273.91
2026-04-07,275.62
2026-04-08,268.2
2026-04-09,268.2
2026-04-10,263.82
2026-04-13,268.94
2026-04-14,261.75
2026-04-15,261.49
2026-04-16,263.74
2026-04-17,263.47
2026-04-20,264.17
2026-04-21,264.41
2026-04-22,266.03
2026-04-23,269.88
2026-04-24,270.19
2026-04-27,274.61
2026-04-28,274.89
2026-04-29,278.57
2026-04-30,273.8
2026-05-01,279.76
2026-05-04,281.89
2026-05-05,284.61
2026-05-06,291.44
2026-05-07,288.43
2026-05-08,284.63
2026-05-11,274.73
2026-05-12,279.05
2026-05-13,281.22
2026-05-14,289.53
2026-05-15,290.14
2026-05-18,291.97
2026-05-19,292.32
2026-05-20,293.52
2026-05-21,294.9
2026-05-22,292.73
2026-05-25,289.95
2026-05-26,288.63
2026-05-27,284.35
2026-05-28,289.89
2026-05-29,286.99
2026-06-01,286.15
2026-06-02,286.19
2026-06-03,284.1
2026-06-04,290.13
2026-06-05,291.82
2026-06-08,296.09
2026-06-09,290.66
2026-06-10,287.76
2026-06-11,279.28
2026-06-12,283.91
2026-06-15,281.75
2026-06-16,284.13
2026-06-17,288.93
2026-06-18,283.46
2026-06-19,286.31
2026-06-22,285.52
2026-06-23,286.88
2026-06-24,287.76
2026-06-25,289.95
2026-06-26,289.39
2026-06-29,283.48
2026-06-30,280.24
2026-07-01,279.65
2026-07-02,279.2
2026-07-03,275.16
2026-07-06,272.75
2026-07-07,272.94
2026-07-08,277.17
2026-07-09,277.19
2026-07-10,274.73
2026-07-13,275.3
2026-07-14,271.36
2026-07-15,272.83
2026-07-16,267.42
2026-07-17,270.32
2026-07-20,267.77
2026-07-21,272.37
2026-07-22,271.5
2026-07-23,269.83
2026-07-24,270.56
2026-07-27,269.38
2026-07-28,269.15
2026-07-29,276.37
2026-07-30,278.74
2026-07-31,280.97
2026-08-03,273.16
2026-08-04,278.07
2026-08-05,280.84
2026-08-06,280.42
2026-08-07,275.93
2026-08-10,270.52
