date,adj_close
2024-12-10,145.26
2024-12-11,148.67
2024-12-12,143.33
2024-12-13,147.86
2024-12-16,146.24
2024-12-17,147.91
2024-12-18,147.36
2024-12-19,148.27
2024-12-20,153.41
2024-12-23,151.67
2024-12-24,158.55
2024-12-25,155.07
2024-12-26,151.03
2024-12-27,154.1
2024-12-30,149.51
2024-12-31,147.95
2025-01-01,151.8
2025-01-02,157.1
2025-01-03,149.39
2025-01-06,151.55
2025-01-07,159.86
2025-01-08,165.37
2025-01-09,164.25
2025-01-10,161.47
2025-01-13,160.12
2025-01-14,154.97
2025-01-15,153.81
2025-01-16,153.0
2025-01-17,152.37
2025-01-20,157.56
2025-01-21,156.53
2025-01-22,150.2
2025-01-23,154.74
2025-01-24,150.1
2025-01-27,148.21
2025-01-28,147.65
2025-01-29,146.21
2025-01-30,142.12
2025-01-31,141.12
2025-02-03,150.13
2025-02-04,147.57
2025-02-05,147.0
2025-02-06,151.75
2025-02-07,154.99
2025-02-10,158.38
2025-02-11,162.3
2025-02-12,153.49
2025-02-13,149.78
2025-02-14,150.32
2025-02-17,152.46
2025-02-18,158.16
2025-02-19,160.28
2025-02-20,159.2
2025-02-21,159.37
2025-02-24,158.42
2025-02-25,159.53
2025-02-26,162.61
2025-02-27,161.05
2025-02-28,157.38
2025-03-03,153.61
2025-03-04,158.46
2025-03-05,164.32
2025-03-06,169.01
2025-03-07,173.16
2025-03-10,177.3
2025-03-11,177.29
2025-03-12,180.66
2025-03-13,175.35
2025-03-14,174.34
2025-03-17,170.75
2025-03-18,174.3
2025-03-19,171.46
2025-03-20,170.93
2025-03-21,172.88
2025-03-24,179.65
2025-03-25,175.66
2025-03-26,171.05
2025-03-27,175.06
2025-03-28,169.65
2025-03-31,171.84
2025-04-01,169.09
2025-04-02,168.58
2025-04-03,160.1
2025-04-04,163.37
2025-04-07,161.07
2025-04-08,157.01
2025-04-09,166.54
2025-04-10,169.93
2025-04-11,187.7
2025-04-14,189.88
2025-04-15,188.02
2025-04-16,188.59
2025-04-17,197.38
2025-04-18,197.23
2025-04-21,199.76
2025-04-22,202.71
2025-04-23,197.54
2025-04-24,198.27
2025-04-25,195.46
2025-04-28,188.68
2025-04-29,193.4
2025-04-30,197.08
2025-05-01,197.5
2025-05-02,192.48
2025-05-05,181.84
2025-05-06,184.36
2025-05-07,183.85
2025-05-08,175.28
2025-05-09,174.98
2025-05-12,167.6
2025-05-13,167.47
2025-05-14,168.15
2025-05-15,169.85
2025-05-16,170.89
2025-05-19,171.72
2025-05-20,166.26
2025-05-21,164.46
2025-05-22,162.1
2025-05-23,161.02
2025-05-26,162.25
2025-05-27,165.12
2025-05-28,172.96
2025-05-29,160.81
2025-05-30,162.65
2025-06-02,161.73
2025-06-03,172.51
2025-06-04,177.14
2025-06-05,169.03
2025-06-06,170.96
2025-06-09,168.46
2025-06-10,173.27
2025-06-11,168.16
2025-06-12,167.67
2025-06-13,167.05
2025-06-16,166.59
2025-06-17,163.85
2025-06-18,155.53
2025-06-19,157.58
2025-06-20,162.1
2025-06-23,161.79
2025-06-24,157.19
2025-06-25,158.1
2025-06-26,160.65
2025-06-27,159.85
2025-06-30,159.79
2025-07-01,166.3
2025-07-02,161.1
2025-07-03,158.57
2025-07-04,150.24
2025-07-07,147.28
2025-07-08,144.23
2025-07-09,140.35
2025-07-10,137.62
2025-07-11,144.81
2025-07-14,144.01
2025-07-15,143.54
2025-07-16,152.77
2025-07-17,152.5
2025-07-18,145.19
2025-07-21,146.86
2025-07-22,143.01
2025-07-23,149.81
2025-07-24,144.61
2025-07-25,142.25
2025-07-28,135.91
2025-07-29,136.29
2025-07-30,132.42
2025-07-31,132.18
2025-08-01,130.77
2025-08-04,128.52
2025-08-05,132.0
2025-08-06,135.55
2025-08-07,135.78
2025-08-08,132.36
2025-08-11,128.41
2025-08-12,129.39
2025-08-13,138.46
2025-08-14,136.68
2025-08-15,133.67
2025-08-18,131.06
2025-08-19,127.05
2025-08-20,123.6
2025-08-21,122.88
2025-08-22,127.98
2025-08-25,127.97
2025-08-26,126.13
2025-08-27,120.49
2025-08-28,121.22
2025-08-29,121.12
2025-09-01,116.98
2025-09-02,113.44
2025-09-03,113.3
2025-09-04,116.6
2025-09-05,118.69
2025-09-08,119.38
2025-09-09,118.29
2025-09-10,119.37
2025-09-11,119.33
2025-09-12,126.91
2025-09-15,122.9
2025-09-16,121.62
2025-09-17,126.07
2025-09-18,125.13
2025-09-19,130.28
2025-09-22,130.12
2025-09-23,130.66
2025-09-24,129.29
2025-09-25,124.33
2025-09-26,120.95
2025-09-29,128.79
2025-09-30,131.17
2025-10-01,133.44
2025-10-02,137.1
2025-10-03,139.32
2025-10-06,143.42
2025-10-07,142.34
2025-10-08,141.44
2025-10-09,145.44
2025-10-10,144.0
2025-10-13,138.66
2025-10-14,137.78
2025-10-15,135.67
2025-10-16,138.05
2025-10-17,135.26
2025-10-20,131.25
2025-10-21,130.02
2025-10-22,135.87
2025-10-23,135.68
2025-10-24,136.3
2025-10-27,136.34
2025-10-28,137.48
2025-10-29,141.15
2025-10-30,146.84
2025-10-31,140.16
2025-11-03,145.67
2025-11-04,145.65
2025-11-05,144.33
2025-11-06,154.49
2025-11-07,153.75
2025-11-10,162.46
2025-11-11,166.98
2025-11-12,162.18
2025-11-13,164.44
2025-11-14,167.9
2025-11-17,167.31
2025-11-18,156.62
2025-11-19,155.1
2025-11-20,154.26
2025-11-21,149.49
2025-11-24,157.43
2025-11-25,156.34
2025-11-26,154.61
2025-11-27,153.3
2025-11-28,149.93
2025-12-01,146.67
2025-12-02,147.06
2025-12-03,148.37
2025-12-04,146.25
2025-12-05,145.88
2025-12-08,140.24
2025-12-09,142.33
2025-12-10,139.33
2025-12-11,140.18
2025-12-12,136.63
2025-12-15,134.64
2025-12-16,135.47
2025-12-17,130.89
2025-12-18,140.38
2025-12-19,140.24
2025-12-22,139.95
2025-12-23,137.06
2025-12-24,143.4
2025-12-25,149.15
2025-12-26,150.42
2025-12-29,144.7
2025-12-30,142.64
2025-12-31,145.15
2026-01-01,143.06
2026-01-02,138.34
2026-01-05,133.76
2026-01-06,130.86
2026-01-07,130.91
2026-01-08,128.53
2026-01-09,128.59
2026-01-12,139.19
2026-01-13,146.36
2026-01-14,142.12
2026-01-15,143.5
2026-01-16,143.86
2026-01-19,143.3
2026-01-20,147.6
2026-01-21,146.21
2026-01-22,144.87
2026-01-23,143.34
2026-01-26,142.93
2026-01-27,148.23
2026-01-28,151.53
2026-01-29,145.88
2026-01-30,144.06
2026-02-02,140.84
2026-02-03,144.13
2026-02-04,145.05
2026-02-05,148.76
2026-02-06,148.5
2026-02-09,140.67
2026-02-10,142.48
2026-02-11,143.41
2026-02-12,145.48
2026-02-13,140.21
2026-02-16,140.53
2026-02-17,137.82
2026-02-18,135.16
2026-02-19,136.52
2026-02-20,137.89
2026-02-23,134.45
2026-02-24,128.08
2026-02-25,119.4
2026-02-26,117.47
2026-02-27,121.27
2026-03-02,121.08
2026-03-03,113.59
2026-03-04,110.85
2026-03-05,112.18
2026-03-06,117.62
2026-03-09,121.58
2026-03-10,122.85
2026-03-11,123.54
2026-03-12,119.88
2026-03-13,118.36
2026-03-16,117.24
2026-03-17,114.7
2026-03-18,114.91
2026-03-19,113.63
2026-03-20,114.72
2026-03-23,119.48
2026-03-24,122.02
2026-03-25,123.47
2026-03-26,122.63
2026-03-27,117.46
2026-03-30,117.08
2026-03-31,118.9
2026-04-01,115.55
2026-04-02,119.73
2026-04-03,118.6
2026-04-06,119.85
2026-04-07,118.74
2026-04-08,114.59
2026-04-09,121.51
2026-04-10,117.57
2026-04-13,120.67
2026-04-14,118.79
2026-04-15,119.73
2026-04-16,117.02
2026-04-17,115.65
2026-04-20,118.71
2026-04-21,125.44
2026-04-22,122.46
2026-04-23,122.5
2026-04-24,125.83
2026-04-27,123.6
2026-04-28,126.11
2026-04-29,123.34
2026-04-30,125.47
2026-05-01,127.03
2026-05-04,131.47
2026-05-05,132.83
2026-05-06,128.41
2026-05-07,130.85
2026-05-08,126.83
2026-05-11,129.56
2026-05-12,135.22
2026-05-13,137.53
2026-05-14,135.39
2026-05-15,140.04
2026-05-18,140.71
2026-05-19,135.82
2026-05-20,134.47
2026-05-21,139.98
2026-05-22,138.78
2026-05-25,139.26
2026-05-26,137.91
2026-05-27,131.48
2026-05-28,129.59
2026-05-29,130.9
2026-06-01,131.68
2026-06-02,131.03
2026-06-03,123.33
2026-06-04,127.68
2026-06-05,130.31
2026-06-08,134.15
2026-06-09,139.18
2026-06-10,137.44
2026-06-11,135.1
2026-06-12,136.31
2026-06-15,142.93
2026-06-16,136.26
2026-06-17,135.38
2026-06-18,132.66
2026-06-19,134.78
2026-06-22,140.49
2026-06-23,139.32
2026-06-24,134.5
2026-06-25,134.69
2026-06-26,133.61
2026-06-29,127.89
2026-06-30,131.14
2026-07-01,129.2
2026-07-02,131.73
2026-07-03,126.91
2026-07-06,130.91
2026-07-07,125.67
2026-07-08,129.48
2026-07-09,123.0
2026-07-10,127.9
2026-07-13,126.55
2026-07-14,121.09
2026-07-15,120.29
2026-07-16,121.44
2026-07-17,118.08
2026-07-20,116.44
2026-07-21,117.33
2026-07-22,116.77
2026-07-23,107.05
2026-07-24,105.75
2026-07-27,107.04
2026-07-28,107.95
2026-07-29,111.08
2026-07-30,108.93
2026-07-31,117.1
2026-08-03,119.79
2026-08-04,120.85
2026-08-05,124.63
2026-08-06,128.04
2026-08-07,128.41
2026-08-10,126.17
